コール	8	0.026578
マン	8	0.026578
ロナルド	6	0.019934
1	5	0.016611
Ronald	4	0.013289
Colman	4	0.013289
2	4	0.013289
月	4	0.013289
The	4	0.013289
1958	3	0.009967
イギリス	3	0.009967
俳優	3	0.009967
舞台	3	0.009967
スター	3	0.009967
世界	3	0.009967
し	3	0.009967
する	3	0.009967
1947	3	0.009967
本名	2	0.006645
Charles	2	0.006645
1891	2	0.006645
9	2	0.006645
5	2	0.006645
19	2	0.006645
リッチモンド	2	0.006645
1920	2	0.006645
プロフィール	2	0.006645
主	2	0.006645
作品	2	0.006645
3	2	0.006645
項目	2	0.006645
外部	2	0.006645
日本	2	0.006645
人気	2	0.006645
二	2	0.006645
アカデミー	2	0.006645
男優	2	0.006645
1925	2	0.006645
男	2	0.006645
A	2	0.006645
of	2	0.006645
1937	2	0.006645
1942	2	0.006645
1956	2	0.006645
1941	2	0.006645
1960	2	0.006645
出典	1	0.003322
フリー	1	0.003322
百科	1	0.003322
事典	1	0.003322
ウィキペディア	1	0.003322
Wikipedia	1	0.003322
ナビゲーション	1	0.003322
生年月日	1	0.003322
年月日	1	0.003322
67	1	0.003322
国籍	1	0.003322
配偶	1	0.003322
Thelma	1	0.003322
Raye	1	0.003322
34	1	0.003322
Benita	1	0.003322
Hume	1	0.003322
1938	1	0.003322
58	1	0.003322
目次	1	0.003322
4	1	0.003322
イングランド	1	0.003322
サリー	1	0.003322
出身	1	0.003322
裕福	1	0.003322
商人	1	0.003322
家庭	1	0.003322
生まれ	1	0.003322
ケンブリッジ大学	1	0.003322
エンジニアリング	1	0.003322
学ぶ	1	0.003322
父親	1	0.003322
死	1	0.003322
一	1	0.003322
大戦	1	0.003322
ロンドン	1	0.003322
なる	1	0.003322
映画	1	0.003322
本国	1	0.003322
アメリカ	1	0.003322
なら	1	0.003322
各国	1	0.003322
高い	1	0.003322
博し	1	0.003322
トーキー	1	0.003322
黎明	1	0.003322
なっ	1	0.003322
口ひげ	1	0.003322
トレードマーク	1	0.003322
なり	1	0.003322
ひ	1	0.003322
呼ば	1	0.003322
ホワイト	1	0.003322
シスター	1	0.003322
White	1	0.003322
Sister	1	0.003322
1923	1	0.003322
ロモラ	1	0.003322
Romola	1	0.003322
1924	1	0.003322
ステラ・ダラス	1	0.003322
Stella	1	0.003322
Dallas	1	0.003322
ウィンダミア	1	0.003322
夫人	1	0.003322
扇	1	0.003322
Lady	1	0.003322
Windermere	1	0.003322
s	1	0.003322
Fan	1	0.003322
ボー・ジェスト	1	0.003322
Beau	1	0.003322
Geste	1	0.003322
1926	1	0.003322
曳か	1	0.003322
Condemned	1	0.003322
1929	1	0.003322
仮面	1	0.003322
Masquerader	1	0.003322
1933	1	0.003322
嵐	1	0.003322
三	1	0.003322
旗	1	0.003322
Tale	1	0.003322
Two	1	0.003322
Cities	1	0.003322
1935	1	0.003322
ゼンダ	1	0.003322
虜	1	0.003322
Prison	1	0.003322
Zenda	1	0.003322
失は	1	0.003322
地平線	1	0.003322
Lost	1	0.003322
Horizon	1	0.003322
消え	1	0.003322
灯	1	0.003322
Light	1	0.003322
That	1	0.003322
Failed	1	0.003322
1939	1	0.003322
旅路	1	0.003322
Random	1	0.003322
Harvest	1	0.003322
キネマ旬報	1	0.003322
ベストテン	1	0.003322
Double	1	0.003322
Life	1	0.003322
80	1	0.003322
Around	1	0.003322
the	1	0.003322
World	1	0.003322
in	1	0.003322
Eighty	1	0.003322
Days	1	0.003322
サミュエル・ゴールドウィン	1	0.003322
ウィキメディア・コモンズ	1	0.003322
マルチメディア	1	0.003322
あり	1	0.003322
インターネット	1	0.003322
ムービー	1	0.003322
データベース	1	0.003322
英語	1	0.003322
隠す	1	0.003322
・	1	0.003322
歴	1	0.003322
ゲイリー	1	0.003322
クーパー	1	0.003322
ジェームズ・キャグニー	1	0.003322
1943	1	0.003322
ポール	1	0.003322
ルーカス	1	0.003322
1944	1	0.003322
ビング・クロスビー	1	0.003322
1945	1	0.003322
レイ・ミランド	1	0.003322
1946	1	0.003322
フレドリック・マーチ	1	0.003322
1948	1	0.003322
ローレンス・オリヴィエ	1	0.003322
1949	1	0.003322
ブロデリック・クロフォード	1	0.003322
1950	1	0.003322
ホセ・フェラー	1	0.003322
1951	1	0.003322
ハンフリー	1	0.003322
ボガート	1	0.003322
1952	1	0.003322
ゲーリー・クーパー	1	0.003322
1953	1	0.003322
ウィリアム・ホールデン	1	0.003322
1954	1	0.003322
マーロン・ブランド	1	0.003322
1955	1	0.003322
アーネスト・ボーグナイン	1	0.003322
ユル・ブリンナー	1	0.003322
1957	1	0.003322
アレック・ギネス	1	0.003322
デヴィッド・ニーヴン	1	0.003322
1959	1	0.003322
チャールトン	1	0.003322
ヘストン	1	0.003322
バート・ランカスター	1	0.003322
リスト	1	0.003322
1928	1	0.003322
1940	1	0.003322
1961	1	0.003322
1980	1	0.003322
1981	1	0.003322
2000	1	0.003322
2001	1	0.003322
