学校	29	0.081921
公	23	0.064972
し	18	0.050847
さ	17	0.048023
台湾	16	0.045198
蕃人	14	0.039548
国語	10	0.028249
原住民	9	0.025424
日本	6	0.016949
児童	6	0.016949
する	5	0.014124
総督	5	0.014124
E	5	0.014124
4	4	0.011299
日本語	4	0.011299
6	4	0.011299
時代	3	0.008475
1905	3	0.008475
小学校	3	0.008475
1	3	0.008475
3	3	0.008475
月	3	0.008475
規則	3	0.008475
恒	3	0.008475
春	3	0.008475
分教場	3	0.008475
A	3	0.008475
政府	2	0.005650
義務	2	0.005650
初等	2	0.005650
機関	2	0.005650
国民	2	0.005650
簡史	2	0.005650
特色	2	0.005650
項目	2	0.005650
1896	2	0.005650
目的	2	0.005650
9	2	0.005650
1898	2	0.005650
猪	2	0.005650
束	2	0.005650
蕃地	2	0.005650
8	2	0.005650
公立	2	0.005650
水準	2	0.005650
子弟	2	0.005650
蕃	2	0.005650
童	2	0.005650
独自	2	0.005650
一般	2	0.005650
科目	2	0.005650
1922	2	0.005650
与え	2	0.005650
BA	2	0.005650
5	2	0.005650
出典	1	0.002825
フリー	1	0.002825
百科	1	0.002825
事典	1	0.002825
ウィキペディア	1	0.002825
Wikipedia	1	0.002825
ナビゲーション	1	0.002825
ばんじん	1	0.002825
於け	1	0.002825
中央	1	0.002825
地方	1	0.002825
経費	1	0.002825
行なっ	1	0.002825
未開拓	1	0.002825
地	1	0.002825
1936	1	0.002825
高砂	1	0.002825
1941	1	0.002825
小学	1	0.002825
前身	1	0.002825
一つ	1	0.002825
目次	1	0.002825
2	1	0.002825
学務	1	0.002825
全土	1	0.002825
14	1	0.002825
南部	1	0.002825
鎮里	1	0.002825
徳	1	0.002825
近代	1	0.002825
付近	1	0.002825
擁する	1	0.002825
16	1	0.002825
初期	1	0.002825
官制	1	0.002825
同様	1	0.002825
達し	1	0.002825
国土	1	0.002825
当っ	1	0.002825
1899	1	0.002825
27	1	0.002825
定め	1	0.002825
20	1	0.002825
特殊	1	0.002825
課程	1	0.002825
籍	1	0.002825
対象	1	0.002825
異なり	1	0.002825
年限	1	0.002825
原則	1	0.002825
主要	1	0.002825
算術	1	0.002825
修身	1	0.002825
必要	1	0.002825
応じ	1	0.002825
農業	1	0.002825
手工	1	0.002825
唱歌	1	0.002825
時点	1	0.002825
30	1	0.002825
数	1	0.002825
700	1	0.002825
二	1	0.002825
名称	1	0.002825
制度	1	0.002825
積極	1	0.002825
動機	1	0.002825
利便	1	0.002825
あっ	1	0.002825
中国語	1	0.002825
現象	1	0.002825
生み	1	0.002825
1945	1	0.002825
中華民国	1	0.002825
期間	1	0.002825
言語	1	0.002825
大きい	1	0.002825
http	1	0.002825
ja	1	0.002825
wikipedia	1	0.002825
org	1	0.002825
wiki	1	0.002825
95	1	0.002825
83	1	0.002825
85	1	0.002825
AC	1	0.002825
AD	1	0.002825
0	1	0.002825
カテゴリ	1	0.002825
旧制	1	0.002825
