山名	8	0.042781
太田垣	7	0.037433
し	7	0.037433
E	6	0.032086
但馬	5	0.026738
3	5	0.026738
する	5	0.026738
竹田	4	0.021390
輝	3	0.016043
延	3	0.016043
嘉吉	3	0.016043
豊	3	0.016043
城	3	0.016043
応仁	3	0.016043
9	3	0.016043
5	3	0.016043
戦国	2	0.010695
時代	2	0.010695
国人	2	0.010695
元年	2	0.010695
乱	2	0.010695
宗	2	0.010695
垣屋	2	0.010695
八木	2	0.010695
田結庄	2	0.010695
細川	2	0.010695
勢力	2	0.010695
四天王	2	0.010695
永	2	0.010695
致豊	2	0.010695
織田	2	0.010695
羽柴	2	0.010695
秀吉	2	0.010695
攻め	2	0.010695
毛利	2	0.010695
A	2	0.010695
B	2	0.010695
出典	1	0.005348
フリー	1	0.005348
百科	1	0.005348
事典	1	0.005348
ウィキペディア	1	0.005348
Wikipedia	1	0.005348
ナビゲーション	1	0.005348
き	1	0.005348
のぶ	1	0.005348
没年	1	0.005348
不詳	1	0.005348
1441	1	0.005348
配下	1	0.005348
赤松	1	0.005348
功	1	0.005348
あり	1	0.005348
播磨	1	0.005348
任	1	0.005348
1443	1	0.005348
命ぜ	1	0.005348
居城	1	0.005348
1467	1	0.005348
2	1	0.005348
1468	1	0.005348
京都	1	0.005348
西陣	1	0.005348
手薄	1	0.005348
有力	1	0.005348
氏	1	0.005348
丹波	1	0.005348
状態	1	0.005348
あっ	1	0.005348
国境	1	0.005348
夜久野	1	0.005348
ヶ	1	0.005348
原	1	0.005348
呼ば	1	0.005348
なり	1	0.005348
培っ	1	0.005348
正	1	0.005348
1512	1	0.005348
弟	1	0.005348
誠	1	0.005348
領国	1	0.005348
実権	1	0.005348
禄	1	0.005348
12	1	0.005348
1569	1	0.005348
信長	1	0.005348
戦う	1	0.005348
なる	1	0.005348
天正	1	0.005348
1575	1	0.005348
吉川	1	0.005348
元春	1	0.005348
裏切る	1	0.005348
http	1	0.005348
ja	1	0.005348
wikipedia	1	0.005348
org	1	0.005348
wiki	1	0.005348
4	1	0.005348
AA	1	0.005348
7	1	0.005348
94	1	0.005348
0	1	0.005348
8	1	0.005348
BC	1	0.005348
D	1	0.005348
BB	1	0.005348
6	1	0.005348
カテゴリ	1	0.005348
人物	1	0.005348
日本	1	0.005348
