徳島	19	0.054755	0.125993
バス	19	0.054755	0.101028
鳴門	9	0.025937	0.077811
高速	10	0.028818	0.059918
駅	9	0.025937	0.053928
3	14	0.040346	0.040346
ターミナル	5	0.014409	0.036289
松茂	4	0.011527	0.034581
方面	6	0.017291	0.032906
E	11	0.031700	0.031700
便	4	0.011527	0.029031
吉野川	3	0.008646	0.025938
する	9	0.025937	0.025937
交通	5	0.014409	0.024480
道	3	0.008646	0.021775
道路	3	0.008646	0.018555
81	4	0.011527	0.018467
阿南	2	0.005764	0.017292
淡路島	2	0.005764	0.017292
1	6	0.017291	0.017291
し	6	0.017291	0.017291
バスターミナル	2	0.005764	0.015557
狙い	2	0.005764	0.015557
事例	2	0.005764	0.014517
香川	2	0.005764	0.014517
都合	2	0.005764	0.014517
さ	5	0.014409	0.014409
8	5	0.014409	0.014409
民営	2	0.005764	0.013822
岡山	2	0.005764	0.013263
F	3	0.008646	0.012771
広島	2	0.005764	0.012370
グループ	2	0.005764	0.012370
4	4	0.011527	0.011527
83	4	0.011527	0.011527
路線	2	0.005764	0.010969
一般	2	0.005764	0.009793
PJ	2	0.005764	0.009793
多い	2	0.005764	0.009234
6	3	0.008646	0.008646
2	3	0.008646	0.008646
5	3	0.008646	0.008646
B	3	0.008646	0.008646
A	3	0.008646	0.008646
Tokushima	1	0.002882	0.008646
Tokutoku	1	0.002882	0.008646
Terminal	1	0.002882	0.008646
板野	1	0.002882	0.008646
一大	1	0.002882	0.008646
幾つ	1	0.002882	0.008646
草津	1	0.002882	0.008646
十和田湖	1	0.002882	0.008646
山鹿	1	0.002882	0.008646
有す	1	0.002882	0.008646
千代田	1	0.002882	0.008646
荘川	1	0.002882	0.008646
色濃い	1	0.002882	0.008646
パークアンドライド	1	0.002882	0.008646
除い	1	0.002882	0.008646
立地	1	0.002882	0.008646
便数	1	0.002882	0.008646
LED	1	0.002882	0.008646
数値	1	0.002882	0.008646
橋間	1	0.002882	0.008646
中喜来	1	0.002882	0.008646
大橋南	1	0.002882	0.008646
816	1	0.002882	0.008646
サンセス	1	0.002882	0.008646
原付	1	0.002882	0.008646
公営	1	0.002882	0.008646
リアルタイム	1	0.002882	0.008646
アイポスネット	1	0.002882	0.008646
サーチ	1	0.002882	0.008646
全便	1	0.002882	0.008646
バイパス	1	0.002882	0.007778
280	1	0.002882	0.007778
交通省	1	0.002882	0.007778
謂	1	0.002882	0.007778
ロード	1	0.002882	0.007778
IC	1	0.002882	0.007778
郷	1	0.002882	0.007778
要素	1	0.002882	0.007778
交差点	1	0.002882	0.007778
大橋	1	0.002882	0.007778
慢性	1	0.002882	0.007778
近隣	1	0.002882	0.007778
愛媛	1	0.002882	0.007778
外部	2	0.005764	0.007499
逆	1	0.002882	0.007258
本町	1	0.002882	0.007258
有料	1	0.002882	0.007258
高知	1	0.002882	0.007258
スポット	1	0.002882	0.007258
四国	1	0.002882	0.007258
拠点	1	0.002882	0.006911
国土	1	0.002882	0.006911
性質	1	0.002882	0.006911
桜	1	0.002882	0.006911
利便	1	0.002882	0.006911
敷地	1	0.002882	0.006911
条件	1	0.002882	0.006911
豊富	1	0.002882	0.006911
ば	1	0.002882	0.006911
空港	1	0.002882	0.006911
53	1	0.002882	0.006911
車種	1	0.002882	0.006911
図る	1	0.002882	0.006632
すれ	1	0.002882	0.006632
のり	1	0.002882	0.006632
除く	1	0.002882	0.006632
空	1	0.002882	0.006632
バス停	1	0.002882	0.006632
温泉	1	0.002882	0.006352
国鉄	1	0.002882	0.006352
種類	1	0.002882	0.006352
西日本	1	0.002882	0.006352
人気	1	0.002882	0.006352
似	1	0.002882	0.006185
起こっ	1	0.002882	0.006185
スペース	1	0.002882	0.006185
国道	1	0.002882	0.005992
異なる	1	0.002882	0.005992
近い	1	0.002882	0.005992
挙げ	1	0.002882	0.005992
加え	1	0.002882	0.005992
月	2	0.005764	0.005764
ある	2	0.005764	0.005764
英	1	0.002882	0.005764
自動車	1	0.002882	0.005764
通称	1	0.002882	0.005632
多く	1	0.002882	0.005632
BF	1	0.002882	0.005632
JR	1	0.002882	0.005485
目的	1	0.002882	0.005318
平成	1	0.002882	0.005318
せ	1	0.002882	0.005318
BE	1	0.002882	0.005318
中心	1	0.002882	0.004896
可能	1	0.002882	0.004896
でき	1	0.002882	0.004896
2006	1	0.002882	0.004896
17	1	0.002882	0.004896
AB	1	0.002882	0.004896
地方	1	0.002882	0.004896
2003	1	0.002882	0.004617
情報	1	0.002882	0.004617
P	1	0.002882	0.004617
BC	1	0.002882	0.004617
15	1	0.002882	0.004257
書き	1	0.002882	0.004257
11	1	0.002882	0.003750
12	1	0.002882	0.003750
記事	1	0.002882	0.003750
求め	1	0.002882	0.003750
出典	1	0.002882	0.002882
フリー	1	0.002882	0.002882
百科	1	0.002882	0.002882
事典	1	0.002882	0.002882
ウィキペディア	1	0.002882	0.002882
Wikipedia	1	0.002882	0.002882
ナビゲーション	1	0.002882	0.002882
目次	1	0.002882	0.002882
日本	1	0.002882	0.002882
7	1	0.002882	0.002882
項目	1	0.002882	0.002882
http	1	0.002882	0.002882
ja	1	0.002882	0.002882
wikipedia	1	0.002882	0.002882
org	1	0.002882	0.002882
wiki	1	0.002882	0.002882
82	1	0.002882	0.002882
9	1	0.002882	0.002882
カテゴリ	1	0.002882	0.002882
