銅	14	0.058577	0.158098
粗銅	7	0.029289	0.087867
陰極	6	0.025105	0.075315
陽極	6	0.025105	0.075315
イオン	7	0.029289	0.070233
水溶液	5	0.020921	0.062763
e	5	0.020921	0.056465
錬	4	0.016736	0.050208
溶け	4	0.016736	0.050208
Cu	4	0.016736	0.050208
2	11	0.046025	0.046025
金属	4	0.016736	0.045170
金	5	0.020921	0.044899
含ま	5	0.020921	0.039815
製	3	0.012552	0.037656
硫酸	3	0.012552	0.037656
亜鉛	3	0.012552	0.033877
酸	3	0.012552	0.031612
銀	3	0.012552	0.031612
傾向	3	0.012552	0.028883
する	6	0.025105	0.025105
Refining	2	0.008368	0.025104
純度	2	0.008368	0.025104
純銅	2	0.008368	0.025104
酸性	2	0.008368	0.025104
銅板	2	0.008368	0.025104
セレン	2	0.008368	0.025104
Fe	2	0.008368	0.025104
Ni	2	0.008368	0.025104
Zn	2	0.008368	0.025104
99	3	0.012552	0.024530
用い	3	0.012552	0.023160
ニッケル	2	0.008368	0.022585
ケイ	2	0.008368	0.022585
塩	2	0.008368	0.022585
アルミニウム	2	0.008368	0.021075
鉄	2	0.008368	0.020066
電気	2	0.008368	0.019255
水素	2	0.008368	0.019255
E	4	0.016736	0.016736
大きい	2	0.008368	0.016736
可能	2	0.008368	0.014217
行わ	2	0.008368	0.013406
行う	2	0.008368	0.013406
Electrolysis	1	0.004184	0.012552
Electrolytic	1	0.004184	0.012552
過電圧	1	0.004184	0.012552
塩酸	1	0.004184	0.012552
硝酸銀	1	0.004184	0.012552
氷	1	0.004184	0.012552
晶	1	0.004184	0.012552
アルミナ	1	0.004184	0.012552
鉱石	1	0.004184	0.012552
不純物	1	0.004184	0.012552
貴金属	1	0.004184	0.012552
銅鉱	1	0.004184	0.012552
金鉱	1	0.004184	0.012552
石英	1	0.004184	0.012552
微粒子	1	0.004184	0.012552
融	1	0.004184	0.012552
地金	1	0.004184	0.012552
と金	1	0.004184	0.012552
一石二鳥	1	0.004184	0.012552
泥	1	0.004184	0.012552
電位	1	0.004184	0.012552
し	3	0.012552	0.012552
9	3	0.012552	0.012552
微量	1	0.004184	0.011292
外	1	0.004184	0.011292
電圧	1	0.004184	0.011292
純粋	1	0.004184	0.010537
過程	1	0.004184	0.010033
移る	1	0.004184	0.010033
V	1	0.004184	0.010033
II	1	0.004184	0.009628
低い	1	0.004184	0.009628
出	1	0.004184	0.009222
下	1	0.004184	0.009222
用いる	1	0.004184	0.008979
加え	1	0.004184	0.008699
通常	1	0.004184	0.008699
さ	2	0.008368	0.008368
3	2	0.008368	0.008368
B	2	0.008368	0.008368
8	2	0.008368	0.008368
A	2	0.008368	0.008368
7	2	0.008368	0.008368
経	1	0.004184	0.008368
得	1	0.004184	0.008177
技術	1	0.004184	0.007963
せ	1	0.004184	0.007720
BE	1	0.004184	0.007720
AC	1	0.004184	0.007108
主	1	0.004184	0.006703
できる	1	0.004184	0.006180
BB	1	0.004184	0.006180
C	1	0.004184	0.006180
0	1	0.004184	0.005444
出典	1	0.004184	0.004184
フリー	1	0.004184	0.004184
百科	1	0.004184	0.004184
事典	1	0.004184	0.004184
ウィキペディア	1	0.004184	0.004184
Wikipedia	1	0.004184	0.004184
ナビゲーション	1	0.004184	0.004184
項目	1	0.004184	0.004184
http	1	0.004184	0.004184
ja	1	0.004184	0.004184
wikipedia	1	0.004184	0.004184
org	1	0.004184	0.004184
wiki	1	0.004184	0.004184
カテゴリ	1	0.004184	0.004184
